t,p,FL,Fv,rho_L,rho_g,mu_L,mu_g,Z oil,Z gas
90,111.0,0.0,1.0,0.0,231.60758365182,0.0,0.0240257664329531,0.0,0.694125724512947
90,112.0,0.0,1.0,0.0,234.483519064841,0.0,0.0241422020015207,0.0,0.691788974421565
90,113.0,0.0,1.0,0.0,237.372299349068,0.0,0.0242604312852137,0.0,0.689471538966582
90,114.0,0.0,1.0,0.0,240.273649155725,0.0,0.024380462040496,0.0,0.687173880648231
90,115.0,0.0,1.0,0.0,243.187279351923,0.0,0.0245023009525728,0.0,0.684896462180626
90,116.0,0.0,1.0,0.0,246.112887009497,0.0,0.0246259535900713,0.0,0.6826397458683
90,117.0,0.0,1.0,0.0,249.050155428596,0.0,0.0247514243609132,0.0,0.680404192958927
90,118.0,0.0,1.0,0.0,251.998754197588,0.0,0.0248787164696213,0.0,0.678190262973679
90,119.0,0.0,1.0,0.0,254.958339290679,0.0,0.0250078318763087,0.0,0.675998413016865
90,120.0,0.0,1.0,0.0,257.928553204531,0.0,0.025138771257603,0.0,0.673829097066692
90,121.0,0.0,1.0,0.0,260.909025134978,0.0,0.0252715339697582,0.0,0.671682765249218
90,122.0,0.0,1.0,0.0,263.899371194766,0.0,0.025406118014207,0.0,0.66955986309776
90,123.0,0.0,1.0,0.0,266.899194673026,0.0,0.0255425200058031,0.0,0.667460830800213
90,124.0,0.0,1.0,0.0,269.908086336989,0.0,0.0256807351439999,0.0,0.665386102436927
90,125.0,0.0,1.0,0.0,272.925624776203,0.0,0.0258207571872006,0.0,0.663336105211973
90,126.0,0.0,1.0,0.0,275.951376789269,0.0,0.0259625784305099,0.0,0.661311258680772
90,127.0,0.0,1.0,0.0,278.984897812842,0.0,0.0261061896871027,0.0,0.659311973977214
90,128.0,0.0,1.0,0.0,282.025732392395,0.0,0.0262515802734096,0.0,0.65733865304352
90,129.0,0.0,1.0,0.0,285.073414693938,0.0,0.0263987379983045,0.0,0.655391687866202
90,130.0,0.0,1.0,0.0,288.127469055627,0.0,0.0265476491564599,0.0,0.653471459721543
90,131.0,0.0,1.0,0.0,291.187410577892,0.0,0.0266982985260119,0.0,0.651578338434089
90,132.0,0.0,1.0,0.0,294.252745750443,0.0,0.0268506693706558,0.0,0.649712681651646
90,133.0,0.0,1.0,0.0,297.322973114245,0.0,0.0270047434462677,0.0,0.647874834140302
90,134.0,0.0,1.0,0.0,300.397583956253,0.0,0.027160501012118,0.0,0.646065127102916
90,135.0,0.0,1.0,0.0,303.47606303447,0.0,0.0273179208467182,0.0,0.644283877524501
90,136.0,0.0,1.0,0.0,306.557889330635,0.0,0.0274769802683102,0.0,0.642531387547778
90,137.0,0.0,1.0,0.0,309.642536827619,0.0,0.0276376551599775,0.0,0.640807943882099
90,138.0,0.0,1.0,0.0,312.729475308409,0.0,0.0277999199993279,0.0,0.639113817248752
90,139.0,0.0,1.0,0.0,315.818171173375,0.0,0.0279637478926656,0.0,0.637449261865466
90,140.0,0.0,1.0,0.0,318.908088272362,0.0,0.0281291106135421,0.0,0.635814514972761
90,141.0,0.0,1.0,0.0,321.998688748011,0.0,0.0282959786455403,0.0,0.634209796404509
90,142.0,0.0,1.0,0.0,325.089433886643,0.0,0.0284643212291252,0.0,0.632635308204821
90,143.0,0.0,1.0,0.0,328.179784972939,0.0,0.0286341064123579,0.0,0.631091234293113
